Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Ford,Kuga,Yes,1100.0,99999.0,0.0," Engine Damage, Front Damage, Rear Damage, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007139661/2012-ford-kuga-zetec-awd-petrol-station-wagon?referringPage=SearchResults,2025-03-26,No,2012,Light
Mitsubishi,Colt,Yes,700.0,244877.0,1.0," Front Damage, Left Side Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007139966/2005-mitsubishi-colt-plus-hatch?referringPage=SearchResults,2025-04-02,No,2005,Light
Mazda,Atenza,Yes,825.0,220306.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Front Damage, Left Side Damage, Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007139998/2003-mazda-atenza-hatch?referringPage=SearchResults,2025-03-21,Yes,2003,Light
Toyota,Corolla,Yes,550.0,193118.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140411/1998-toyota-corolla-lx-sedan?referringPage=SearchResults,2025-03-19,No,1998,Light
Nissan,Teana,Yes,950.0,1234.0,0.0," Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140418/2012-nissan-teana-250xv-sedan?referringPage=SearchResults,2025-03-26,Yes,2012,Light
Nissan,March,Yes,1000.0,208318.0,1.0," Left Front Damage, Left Rear Damage, Rear Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140457/2006-nissan-march-hatch?referringPage=SearchResults,2025-03-26,No,2006,Light
Holden,Captiva,Yes,600.0,306330.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140812/2010-holden-captiva-5-2-4l-fwd-mt-station-wagon?referringPage=SearchResults,2025-03-19,No,2010,Light
Honda,Civic,Yes,1050.0,257342.0,1.0," Rear Damage, Right Rear Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140845/2006-honda-civic-1-8s-sedan?referringPage=SearchResults,2025-03-26,No,2006,Light
Mitsubishi,Colt,Yes,725.0,102636.0,1.0," Front Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007140904/2009-mitsubishi-colt-plus-station-wagon?referringPage=SearchResults,2025-03-23,No,2009,Light
Toyota,Starlet,Yes,475.0,118971.0,0.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141025/1990-toyota-starlet-hatch?referringPage=SearchResults,2025-03-22,No,1990,Light
Mazda,Atenza,Yes,2400.0,184224.0,1.0," Left Rear Damage, Right Front Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007141110/2013-mazda-atenza-station-wagon?referringPage=SearchResults,2025-03-26,No,2013,Light
Nissan,Caravan,Yes,1550.0,161199.0,," Left Side Damage, Right Side Damage, Selling Registered","4spd Automatic,",11.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141280/2004-nissan-caravan-van?referringPage=SearchResults,2025-05-07,No,2004,Light
BMW,Z4,Yes,2050.0,121900.0,1.0," Left Side Damage, Selling Registered","5spd Manual,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141670/2004-bmw-z4-2-2i-coup%C3%A9?referringPage=SearchResults,2025-04-18,No,2004,Light
Mazda,CX-7,Yes,950.0,190394.0,1.0," Engine Damage, Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141675/2012-mazda-cx-7-2wd-gsx-2-5-5at-station-wagon?referringPage=SearchResults,2025-04-16,No,2012,Light
Toyota,Corolla,Yes,1050.0,247459.0,0.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141677/2000-toyota-corolla-1-8p-gl-hatch-4a-hatch?referringPage=SearchResults,2025-03-26,No,2000,Light
Holden,Cruze,Yes,750.0,134956.0,1.0," Front Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141678/2012-holden-cruze-sri-v-hb-1-4t-at-hatch?referringPage=SearchResults,2025-03-26,No,2012,Light
Volkswagen,Golf,Yes,150.0,176751.0,0.0," Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141764/2002-volkswagen-golf-2-3-v5-auto-hatch?referringPage=SearchResults,2025-03-21,No,2002,Light
Toyota,Wish,Yes,1100.0,184764.0,0.0," Rear Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141766/2004-toyota-wish-station-wagon?referringPage=SearchResults,2025-03-26,No,2004,Light
Suzuki,Swift,Yes,1100.0,100762.0,1.0," Left Front Damage, Right Front Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141803/2010-suzuki-swift-hatch?referringPage=SearchResults,2025-03-23,No,2010,Light
Mitsubishi,L300,Yes,1300.0,216350.0,0.0," Ignition Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",6.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141805/2009-mitsubishi-l300-2-4p-swb-4-door-van?referringPage=SearchResults,2025-05-07,Yes,2009,Light
Nissan,Teana,Yes,500.0,144989.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007141962/2005-nissan-teana-sedan?referringPage=SearchResults,2025-04-02,No,2005,Light
Benelli,TNT,Yes,1050.0,8605.0,1.0," Left Side Damage, Structural Damage, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142017/2023-benelli-tnt-125-motorcycle?referringPage=SearchResults,2025-04-27,No,2023,Light
Toyota,Carina,Yes,1050.0,244043.0,1.0," Front Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142330/1996-toyota-carina-ed-x-sedan?referringPage=SearchResults,2025-04-02,No,1996,Light
Toyota,Caldina,Yes,1650.0,146866.0,1.0," Left Front Damage, Left Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142852/2006-toyota-caldina-station-wagon?referringPage=SearchResults,2025-03-26,No,2006,Light
BMW,120i,Yes,1200.0,132567.0,1.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142854/2010-bmw-120i-hatch?referringPage=SearchResults,2025-04-02,No,2010,Light
Mazda,MAZDA6,Yes,700.0,206207.0,1.0," Left Side Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142878/2004-mazda-mazda6-sport-limited-2-3-a-hatch?referringPage=SearchResults,2025-04-02,No,2004,Light
Ford,Focus,Yes,400.0,135945.0,1.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007142883/2008-ford-focus-2-0-a-hatch-hatch?referringPage=SearchResults,2025-03-21,No,2008,Light
Honda,Stepwagon,Yes,1025.0,253663.0,1.0," Right Rear Damage, Selling Registered",,8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143205/2005-honda-stepwagon-24z-station-wagon?referringPage=SearchResults,2025-03-30,No,2005,Light
Mazda,Axela,Yes,900.0,302632.0,1.0," Right Side Damage, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143498/2007-mazda-axela-hatch?referringPage=SearchResults,2025-03-26,No,2007,Light
Mazda,MAZDA3,Yes,3550.0,148109.0,0.0," Front Damage, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143585/2009-mazda-mazda3-sporthatch-glx-2-0-hatch?referringPage=SearchResults,2025-03-26,No,2009,Light
Nissan,March,Yes,1000.0,169787.0,1.0," Front Damage, Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143878/2006-nissan-march-hatch?referringPage=SearchResults,2025-03-30,No,2006,Light
Suzuki,SX4,Yes,500.0,181195.0,0.0," Left Rear Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143885/2006-suzuki-sx4-station-wagon?referringPage=SearchResults,2025-04-02,No,2006,Light
Mercedes-Benz,C200,Yes,1050.0,177613.0,0.0," Right Front Damage, Right Rear Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143886/2012-mercedes-benz-c200-station-wagon?referringPage=SearchResults,2025-03-26,No,2012,Light
Honda,Airwave,Yes,1250.0,99330.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143895/2006-honda-airwave-station-wagon?referringPage=SearchResults,2025-03-26,No,2006,Light
Subaru,Impreza,Yes,1825.0,163995.0,0.0," Left Side Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143898/2008-subaru-impreza-hatch?referringPage=SearchResults,2025-03-30,No,2008,Light
Suzuki,SX4,Yes,1450.0,190095.0,1.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007143902/2008-suzuki-sx4-sedan?referringPage=SearchResults,2025-03-26,No,2008,Light
LVVTA,Thunder Mountain,Yes,7300.0,14232.0,1.0," Front Damage, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144006/2009-lvvta-thunder-mountain-motorcycle?referringPage=SearchResults,2025-04-24,No,2009,Light
Volkswagen,Golf,Yes,1150.0,98930.0,2.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144013/2008-volkswagen-golf-variant-tsi-station-wagon?referringPage=SearchResults,2025-03-26,No,2008,Light
Daihatsu,Terios,Yes,1750.0,304924.0,, Selling Registered,"5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144171/2008-daihatsu-terios-1-5p-4wd-wagon5-5m-station-wagon?referringPage=SearchResults,2025-04-16,No,2008,Light
Mazda,Axela,Yes,2025.0,173054.0,1.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144340/2004-mazda-axela-hatch?referringPage=SearchResults,2025-04-21,No,2004,Light
Nissan,Bluebird,Yes,575.0,103211.0,0.0," Front Damage, Rear Damage, Roof Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144347/2005-nissan-bluebird-sylphy-sedan?referringPage=SearchResults,2025-03-30,No,2005,Light
Honda,CRV,Yes,3650.0,170772.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144585/2007-honda-crv-sport-station-wagon?referringPage=SearchResults,2025-03-26,No,2007,Light
Honda,Airwave,Yes,900.0,312462.0,0.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007144736/2007-honda-airwave-station-wagon?referringPage=SearchResults,2025-03-26,No,2007,Light
Toyota,Allex,Yes,2050.0,208903.0,1.0," Right Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145037/2004-toyota-allex-hatch?referringPage=SearchResults,2025-04-21,No,2004,Light
Toyota,Aurion,Yes,1550.0,377202.0,1.0," Glass Broken, Left Side Damage, Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145064/2007-toyota-aurion-3-5p-touring-sdn-6a-sedan?referringPage=SearchResults,2025-03-26,No,2007,Light
Suzuki,Swift,Yes,1650.0,173195.0,1.0," Front Damage, Right Side Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145086/2006-suzuki-swift-hatch?referringPage=SearchResults,2025-03-26,No,2006,Light
FOTON,Tunland,Yes,1450.0,237877.0,1.0, Selling Registered,"Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007145231/2016-foton-tunland-2wd-std-2-8d-5mt-ut-dual-cab-chassis?referringPage=SearchResults,2025-04-20,No,2016,Light
Honda,Inspire,Yes,125.0,164882.0,1.0," Front Damage, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145296/1996-honda-inspire-sedan?referringPage=SearchResults,2025-04-12,No,1996,Light
BMW,318i,Yes,700.0,195000.0,0.0," Glass Broken, Ignition Damage, Right Side Damage, Vandalised - Interior, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145300/1992-bmw-318i-sedan?referringPage=SearchResults,2025-03-30,Yes,1992,Light
Suzuki,GSX250FRLL9,Yes,900.0,6483.0,1.0," Engine Damage, Right Side Damage, Selling Registered","5spd Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145682/2021-suzuki-gsx250frll9-motorcycle?referringPage=SearchResults,2025-04-11,No,2021,Light
Subaru,Impreza,Yes,1525.0,165187.0,," Right Rear Damage, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007145763/2014-subaru-impreza-sedan?referringPage=SearchResults,2025-04-13,No,2014,Light
Mazda,Demio,Yes,350.0,143410.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","12spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146025/2004-mazda-demio-hatch?referringPage=SearchResults,2025-04-12,Yes,2004,Light
Mazda,Demio,Yes,1150.0,110130.0,1.0," Front Damage, Glass Broken, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146069/2010-mazda-demio-coup%C3%A9?referringPage=SearchResults,2025-04-21,No,2010,Light
Subaru,Forester,Yes,650.0,197437.0,0.0," Interior Damage, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146144/2004-subaru-forester-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2004,Light
Mazda,MPV,Yes,1775.0,129516.0,2.0," Left Front Damage, Left Side Damage, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146145/2006-mazda-mpv-station-wagon?referringPage=SearchResults,2025-03-30,No,2006,Light
Toyota,Vitz,Yes,1650.0,149576.0,1.0," Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146188/2008-toyota-vitz-hatch?referringPage=SearchResults,2025-04-02,No,2008,Light
Subaru,Legacy,Yes,700.0,155241.0,1.0," Accident Repair, Instruments Missing, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146203/2004-subaru-legacy-outback-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2004,Light
Nissan,Tiida,Yes,750.0,232824.0,2.0," Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146445/2006-nissan-tiida-latio-sedan?referringPage=SearchResults,2025-04-02,No,2006,Light
Mazda,Axela,Yes,600.0,190762.0,1.0," Front Damage, Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146504/2005-mazda-axela-20s-hatch?referringPage=SearchResults,2025-04-02,No,2005,Light
Toyota,Camry,Yes,1700.0,312914.0,2.0," Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146590/2006-toyota-camry-2-4p-sportivo-sedan-sedan?referringPage=SearchResults,2025-04-02,No,2006,Light
Nissan,Wingroad,Yes,500.0,267747.0,1.0," Front Damage, Left Side Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146605/2005-nissan-wingroad-station-wagon?referringPage=SearchResults,2025-03-30,No,2005,Light
Mazda,Demio,Yes,1000.0,173229.0,2.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146679/2005-mazda-demio-hatch?referringPage=SearchResults,2025-04-27,No,2005,Light
Peugeot,206,Yes,425.0,197338.0,1.0," Left Side Damage, Selling Registered","4spd Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007146680/2003-peugeot-206-1-6-cpe-cab-2dr-ap-roadster?referringPage=SearchResults,2025-04-13,No,2003,Light
Toyota,Wish,Yes,2250.0,136759.0,0.0," Ignition Damage, Left Front Damage, Stolen & Recovered, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147112/2008-toyota-wish-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2008,Light
Suzuki,Aerio,Yes,600.0,174064.0,0.0," Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147176/2004-suzuki-aerio-hatch?referringPage=SearchResults,2025-03-28,No,2004,Light
Kia,Sorento R,Yes,1300.0,171835.0,0.0," Right Front Damage, Selling Registered","4spd Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007147471/2010-kia-sorento-r-2-2-diesel-2wd-auto-station-wagon?referringPage=SearchResults,2025-04-02,No,2010,Light
Mazda,Axela,Yes,600.0,224769.0,1.0," Left Side Damage, Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147477/2008-mazda-axela-hatch?referringPage=SearchResults,2025-04-02,No,2008,Light
Mazda,MAZDA6,Yes,1150.0,260600.0,1.0," Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147488/2009-mazda-mazda6-wagon-gsx-2-5-5at-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2009,Light
Nissan,Tiida,Yes,1200.0,161874.0,0.0," Ignition Damage, Left Front Damage, Left Rear Damage, Left Side Damage, Right Rear Damage, Vandalised - Interior, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147536/2007-nissan-tiida-hatch?referringPage=SearchResults,2025-04-21,Yes,2007,Light
Nissan,Terrano,Yes,1050.0,266566.0,0.0," Interior Damage, Left Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007147664/1996-nissan-terrano-station-wagon?referringPage=SearchResults,2025-04-02,Yes,1996,Light
Suzuki,Swift,Yes,575.0,297182.0,1.0," Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148131/2008-suzuki-swift-glxh2-1-5-5dr-hatch?referringPage=SearchResults,2025-03-30,No,2008,Light
Toyota,Corolla,Yes,2250.0,156225.0,1.0," Front Damage, Left Side Damage, Suspension Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148136/2004-toyota-corolla-runx-hatch?referringPage=SearchResults,2025-04-02,No,2004,Light
Mazda,Verisa,Yes,500.0,176271.0,1.0," Right Front Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148165/2004-mazda-verisa-hatch?referringPage=SearchResults,2025-03-28,No,2004,Light
Mazda,Demio,Yes,975.0,174723.0,0.0," Ignition Damage, Left Rear Damage, Left Side Damage, Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148562/2002-mazda-demio-hatch?referringPage=SearchResults,2025-04-06,Yes,2002,Light
Toyota,Mark II,Yes,1000.0,199867.0,0.0," Interior Damage, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148734/1996-toyota-mark-ii-grande-reglia-sedan?referringPage=SearchResults,2025-04-02,Yes,1996,Light
Mazda,Demio,Yes,1075.0,103084.0,1.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007148952/2006-mazda-demio-hatch?referringPage=SearchResults,2025-03-30,Yes,2006,Light
Toyota,Sienta,Yes,750.0,275705.0,1.0," Right Rear Damage, Selling Registered","5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149150/2004-toyota-sienta-station-wagon?referringPage=SearchResults,2025-04-27,No,2004,Light
Honda,fit,Yes,625.0,148601.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149232/2003-honda-fit-aria-sedan?referringPage=SearchResults,2025-03-29,Yes,2003,Light
Mitsubishi,Colt,Yes,1125.0,162824.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149236/2003-mitsubishi-colt-hatch?referringPage=SearchResults,2025-04-21,Yes,2003,Light
Nissan,E-NV200,Yes,1200.0,119773.0,1.0," Front Damage, Left Front Damage, Right Front Damage, Selling Registered","Automatic, Fuel Type, Electri",2.0,Electric,https://manheim.co.nz/damaged-vehicles/000000000007149317/2015-nissan-e-nv200-van?referringPage=SearchResults,2025-04-02,No,2015,Light
Ford,Fiesta,Yes,1050.0,53038.0,2.0," Left Front Damage, Impact Heavy - Entire Vehicle, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149318/2007-ford-fiesta-5dr-1-6-a-hatch?referringPage=SearchResults,2025-04-02,No,2007,Heavy
Holden,Cruze,Yes,1200.0,52136.0,1.0," Engine Damage, Ignition Damage, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149469/2017-holden-cruze-equipe-1-8p-6at-ha--hatch?referringPage=SearchResults,2025-04-02,Yes,2017,Light
Lexus,IS250,Yes,1950.0,176989.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149712/2006-lexus-is250-2-5p-ltd-sedan-6a-sedan?referringPage=SearchResults,2025-05-14,No,2006,Light
Toyota,Vitz,Yes,950.0,185311.0,2.0," Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007149717/2001-toyota-vitz-hatch?referringPage=SearchResults,2025-04-09,No,2001,Light
Ford,Falcon,Yes,2450.0,133708.0,0.0," Front Damage, Glass Broken, Left Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150180/2009-ford-falcon-fg-xr6-sedan-a-sedan?referringPage=SearchResults,2025-04-02,No,2009,Light
Toyota,Vitz,Yes,800.0,265129.0,1.0," Right Front Damage, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150184/2001-toyota-vitz-hatch?referringPage=SearchResults,2025-04-02,No,2001,Light
Toyota,Corolla XL Hatch,Yes,725.0,243616.0,1.0," Engine Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150205/1988-toyota-corolla-xl-hatch-hatch?referringPage=SearchResults,2025-04-13,No,1988,Light
Toyota,Yaris,Yes,1350.0,191065.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007150742/2008-toyota-yaris-1-3p-hatch3-5m-hatch?referringPage=SearchResults,2025-04-02,No,2008,Light
Toyota,Emina,Yes,600.0,254187.0,2.0," Glass Broken, Rear Damage, Right Rear Damage, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151232/1997-toyota-emina-estima-van?referringPage=SearchResults,2025-04-04,No,1997,Light
Toyota,hi ACE,Yes,2300.0,340804.0,," Left Rear Damage, Left Side Damage, Vandalised - Interior, Selling Registered","5spd Manual,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151264/1990-toyota-hi-ace-van?referringPage=SearchResults,2025-04-27,Yes,1990,Light
Nissan,Teana,Yes,600.0,193584.0,1.0," Front Damage, Roof Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151265/2004-nissan-teana-sedan?referringPage=SearchResults,2025-04-04,No,2004,Light
Toyota,Caldina,Yes,1400.0,249974.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151370/2005-toyota-caldina-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2005,Light
Volkswagen,Golf,Yes,900.0,123637.0,1.0," Front Damage, Structural Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151555/2009-volkswagen-golf-2-0tsi-station-wagon?referringPage=SearchResults,2025-04-09,No,2009,Light
Mazda,Atenza,Yes,750.0,236946.0,1.0," Engine Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151734/2003-mazda-atenza-station-wagon?referringPage=SearchResults,2025-04-09,No,2003,Light
Nissan,Tiida,Yes,1125.0,140160.0,0.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151932/2009-nissan-tiida-hatch?referringPage=SearchResults,2025-04-06,No,2009,Light
Toyota,Yaris,Yes,925.0,22501.0,0.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151933/2008-toyota-yaris-1-3p-hatch3-4a-hatch?referringPage=SearchResults,2025-04-05,No,2008,Light
Toyota,Corolla,Yes,2000.0,202593.0,1.0," Glass Broken, Interior Damage, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007151943/2008-toyota-corolla-fielder-station-wagon?referringPage=SearchResults,2025-04-02,Yes,2008,Light
Honda,fit,Yes,550.0,173073.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152165/2005-honda-fit-aria-sedan?referringPage=SearchResults,2025-04-06,Yes,2005,Light
Toyota,Prius,Yes,800.0,383050.0,0.0," Interior Damage, Ignition Damage, Right Side Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152180/2013-toyota-prius-hatch?referringPage=SearchResults,2025-04-21,Yes,2013,Light
Nissan,Tiida,Yes,600.0,300432.0,1.0," Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007152186/2008-nissan-tiida-latio-sedan?referringPage=SearchResults,2025-04-04,Yes,2008,Light
