Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Mazda,Demio,No,$100,N/A,1," Front Damage, Glass Broken, Left Front Damage, Left Rear Damage, Rear Damage, Right Front Damage, Right Rear Damage, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010021/2010-mazda-demio-hatch?referringPage=SearchResults
Subaru,Legacy,Yes,$625,"151,915",0," Engine Damage, Selling Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007010026/2009-subaru-legacy-2-0d-euro-spec-wag-station-wagon?referringPage=SearchResults
Subaru,Impreza,No,$500,"162,637",1," Front Damage, Impact Medium - Front, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010037/2009-subaru-impreza-sedan?referringPage=SearchResults
Holden,Spark,No,$500,N/A,0," Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010039/2017-holden-spark-lt-1-4p-cvt-hatch?referringPage=SearchResults
Mazda,Atenza,No,$600,"298,180",0," Engine Damage, Engine Failure, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010052/2004-mazda-atenza-station-wagon?referringPage=SearchResults
Honda,Jazz,No,$600,N/A,0," Front Damage, Right Front Damage, Impact Heavy - Front, Impact Heavy - Right Side, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010054/2012-honda-jazz-1-3s-hatch?referringPage=SearchResults
Toyota,Caldina,Yes,$0,"280,911",1," Front Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010062/2002-toyota-caldina-zt-station-wagon?referringPage=SearchResults
Nissan,Tiida,No,$500,"215,528",1," Front Damage, Rear Damage, Impact Heavy - Rear, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010065/2005-nissan-tiida-station-wagon?referringPage=SearchResults
FOTON,Sauvana,No,$0,N/A,1," Impact Heavy - Front, Structural Damage, Selling De-Registered","Automatic,",7,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007010072/2019-foton-sauvana-luxury-2-8dt-4wd-6a-station-wagon?referringPage=SearchResults
Mazda,Demio,No,$600,"89,344",1," Front Damage, Impact Medium - Front, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010084/2010-mazda-demio-hatch?referringPage=SearchResults
VOLKSWAGAN,Passat,No,$50,N/A,0," Airbags Deployed, Front Damage, Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010090/2007-volkswagan-passat-station-wagon?referringPage=SearchResults
Ford,Focus,No,$100,N/A,0," Front Damage, Has Key, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010091/2006-ford-focus-hatch?referringPage=SearchResults
Kawasaki,KLR 650,No,$300,N/A,0," Front Damage, Structural Damage, Selling De-Registered","Automatic,",N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007010092/2011-kawasaki-klr-650-motorcycle?referringPage=SearchResults
Nissan,Fuga,No,$600,N/A,1," Front Damage, Impact Medium - Rear, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010124/2005-nissan-fuga-sedan?referringPage=SearchResults
POLESTAR,Polestar 2,No,N/A,N/A,0," Front Damage, Impact Heavy - Front, Impact Heavy - Left Side, Impact Heavy - Right Side, Airbags Deployed, Underbody Damage, Structural Damage, Selling De-Registered","Automatic, Fuel Type, Electri",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007010132/2022-polestar-polestar-2-srsm-69kwh-ev-fd-hatch?referringPage=SearchResults
