Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Suzuki,Swift,No,$0,"69,654",1," Rear Damage, Right Front Damage, Impact Heavy - Rear, Impact Medium - Front, Impact Light - Right Side, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006640001/2018-suzuki-swift-glc-1-2p-cvt-hatch?referringPage=SearchResults
TRAILER,Domestic,No,N/A,N/A,0," Frame Damaged, Selling De-Registered",N/A,1,N/A,https://manheim.co.nz/damaged-vehicles/000000000006590069/2000-trailer-domestic-car-transporter?referringPage=SearchResults
Toyota,Camry,No,N/A,"231,713",2," Front Damage, Right Front Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006670122/2013-toyota-camry-hybrid-sedan?referringPage=SearchResults
Toyota,Corolla,Yes,N/A,N/A,0," Front Damage, Glass Broken, Interior Damage, Ignition Damage, Left Side Damage, Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006640166/2016-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Porsche,Cayenne S,No,$0,N/A,0," Rear Damage, Selling De-Registered","6spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006620184/2005-porsche-cayenne-s-4-dr-6sp-tip-station-wagon?referringPage=SearchResults
Nissan,Tiida,Yes,$0,N/A,2," Impact Heavy - Rear, Vandalised - Interior, Stolen & Recovered, Selling Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660271/2010-nissan-tiida-latio-sedan?referringPage=SearchResults
Toyota,Premio,Yes,$0,N/A,0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660273/2005-toyota-premio-sedan?referringPage=SearchResults
Nissan,Tiida,No,$0,N/A,0," Rear Damage, Impact Light - Rear, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660280/2006-nissan-tiida-hatch?referringPage=SearchResults
Ford,Transit,No,N/A,80,0," Water Damage, Selling De-Registered","6spd Automatic,",3,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006660313/2020-ford-transit-custom-swb-sport-2--high-roof-van?referringPage=SearchResults
Suzuki,DR-Z400,Yes,$0,N/A,0," Vandalised - Entire Vehicle, Stolen & Recovered, Selling Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006650313/2008-suzuki-dr-z400-smk-motorcycle?referringPage=SearchResults
BMW,116i,No,$0,"120,984",1," Rear Damage, Impact Heavy - Left Side, Airbags Deployed, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006630336/2013-bmw-116i-hatch?referringPage=SearchResults
Mitsubishi,L300,No,$0,"232,636",1," Left Side Damage, Rear Damage, Impact Medium - Rear, Selling De-Registered","5spd Manual,",3,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006650349/2005-mitsubishi-l300-2-5d-lwb-5dr-m-van?referringPage=SearchResults
Nissan,Leaf,No,$0,"86,381",1," Front Damage, Impact Heavy - Front, Impact Heavy - Right Side, Impact Light - Rear, Selling De-Registered","Automatic,",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000006660398/2014-nissan-leaf-hatch?referringPage=SearchResults
Renault,Koleos,Yes,$0,N/A,2," Front Damage, Impact Heavy - Front, Selling Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660442/2015-renault-koleos-2-5-4x4-cvt-2-5p-4w-station-wagon?referringPage=SearchResults
Volkswagen,Golf,No,N/A,N/A,," Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006630459/2009-volkswagen-golf-station-wagon?referringPage=SearchResults
Toyota,Aqua,No,$0,"96,087",1," Front Damage, Rear Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006670450/2012-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Mazda,Premacy,No,$0,N/A,0," Airbags Deployed, Front Damage, No Keys, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660476/2007-mazda-premacy-station-wagon?referringPage=SearchResults
Toyota,Corolla,No,$0,N/A,0," Front Damage, Left Side Damage, Right Side Damage, Impact Heavy - Front, Impact Heavy - Rear, Impact Medium - Right Side, Selling De-Registered, Selling Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006660497/2007-toyota-corolla-fielder-station-wagon?referringPage=SearchResults
Toyota,Esquire,No,N/A,N/A,0," Water Damage, Selling De-Registered","Automatic,",6,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006630498/2015-toyota-esquire-station-wagon?referringPage=SearchResults
Honda,CRV,No,$0,"117,504",3," Right Side Damage, Impact Medium - Right Side, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006610496/2008-honda-crv-station-wagon?referringPage=SearchResults
Subaru,Impreza,Yes,$0,N/A,1," Right Front Damage, Impact Medium - Right Side, Selling Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006670496/2006-subaru-impreza-station-wagon?referringPage=SearchResults
