Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Jeep,Wrangler,Yes,N/A,N/A,0," Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007000081/2007-jeep-wrangler-station-wagon?referringPage=SearchResults
GWM,V240,No,$0,"161,482",, Selling De-Registered,"5spd Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007000089/2012-gwm-v240-2-4l-d-cab-2wd-5m-off-road?referringPage=SearchResults
BMW,120i,Yes,$0,N/A,1," Left Side Damage, Impact Medium - Rear, Impact Medium - Left Side, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010097/2006-bmw-120i-120i-5-door-a-e87-sedan?referringPage=SearchResults
Toyota,Corolla,No,$0,N/A,1," Glass Broken, Rear Damage, Impact Medium - Right Side, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007010120/2005-toyota-corolla-1-8p-gl-wagon5-4a-station-wagon?referringPage=SearchResults
Isuzu,D-max,No,N/A,N/A,0," Has Key, Left Front Damage, Left Rear Damage, Left Side Damage, Right Front Damage, Structural Damage, Selling De-Registered","Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007010121/2011-isuzu-d-max-utility?referringPage=SearchResults
Toyota,Camry,Yes,$0,N/A,1," Right Front Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007030147/2006-toyota-camry-2-4p-altise-sedan-4-sedan?referringPage=SearchResults
Honda,Odyssey,No,$0,"163,882",0," Left Side Damage, Rear Damage, Structural Damage, Selling De-Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007020141/2009-honda-odyssey-sedan?referringPage=SearchResults
Nissan,Skyline,No,$0,N/A,0," Left Front Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007030174/2007-nissan-skyline-sedan?referringPage=SearchResults
Mazda,Demio,No,$0,"90,315",1," Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007030175/2012-mazda-demio-hatch?referringPage=SearchResults
Ford,Courier,Yes,$0,N/A,0," Engine Damage, Interior Damage, Stolen & Recovered, Selling Registered","Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007030187/2002-ford-courier-xl-crew-cab-dual-cab-utility?referringPage=SearchResults
BMW,640d,No,N/A,N/A,1," Interior Damage, Fire - Engine, Selling De-Registered","Automatic,",4,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007030197/2013-bmw-640d-m-sport-auto-sedan?referringPage=SearchResults
