Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Suzuki,GSR,No,$200,N/A,1," Left Side Damage, Impact Heavy - Right Side, Selling De-Registered",N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840126/2007-suzuki-gsr-600k7-motorcycle?referringPage=SearchResults
Ford,Laser,No,$150,"164,824",1," Left Front Damage, Impact Medium - Left Side, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840163/1990-ford-laser-hatch?referringPage=SearchResults
MIRAGE,480 Hyperactive,No,"$2,400",N/A,0, Selling De-Registered,N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000006790178/1993-mirage-480-hyperactive-trailer--boat-?referringPage=SearchResults
Mitsubishi,Express,No,$500,"326,600",1," Left Front Damage, Impact Heavy - Front, Selling De-Registered","Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006840324/1995-mitsubishi-express-station-wagon?referringPage=SearchResults
Mitsubishi,Chariot,No,$100,N/A,0," Left Side Damage, Malicious/Vandalised, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830338/2004-mitsubishi-chariot-station-wagon?referringPage=SearchResults
Subaru,Impreza,No,$400,N/A,0," Front Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830378/2014-subaru-impreza-hatch?referringPage=SearchResults
Hino,Ranger KC-FD2J-DBD,No,$0,N/A,0," Burnt 100%, Fire Damage, Selling De-Registered","Manual, Fuel Type, Diese",N/A,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006840458/1995-hino-ranger-kc-fd2j-dbd-truck?referringPage=SearchResults
Nissan,Tiida,No,$200,"276,289",0," Front Damage, No Keys, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006820470/2006-nissan-tiida-latio-sedan?referringPage=SearchResults
Komatsu,WA100 Wheel Loader,No,$0,N/A,0," Burnt 100%, Fire Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000006840490/1997-komatsu-wa100-wheel-loader-loader?referringPage=SearchResults
Nissan,Tiida,No,$200,"159,538",0," Chassis Damage, Has Key, Impact Heavy - Front, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006830503/2005-nissan-tiida-hatch?referringPage=SearchResults
